OID,GISJOIN,AREA,YEAR,AREA11,AREA12,AREA21,AREA22,AREA23,AREA24,AREA31,AREA41,AREA42,AREA43,AREA52,AREA71,AREA81,AREA82,AREA90,AREA95,PROP11,PROP12,PROP21,PROP22,PROP23,PROP24,PROP31,PROP41,PROP42,PROP43,PROP52,PROP71,PROP81,PROP82,PROP90,PROP95
-1,G0100210,1815066000.000000000000000,2011,22912200.000000000000000,,77056200.000000000000000,20004300.000000000000000,5770800.000000000000000,1633500.000000000000000,6310800.000000000000000,537873300.000000000000000,355050900.000000000000000,164348100.000000000000000,227115000.000000000000000,74270700.000000000000000,242661600.000000000000000,36922500.000000000000000,40883400.000000000000000,2252700.000000000000000,0.012623342622252,,0.042453662842012,0.011021252119758,0.003179388518103,0.000899967273917,0.003476898360721,0.296338149687119,0.195613217370608,0.090546624750836,0.125127681307457,0.040919007903845,0.133692989676408,0.020342235488957,0.022524470184555,0.001241111893452
-1,G0100230,2385043200.000000000000000,2011,23662800.000000000000000,,66456000.000000000000000,5113800.000000000000000,1653300.000000000000000,545400.000000000000000,2122200.000000000000000,454497300.000000000000000,665505000.000000000000000,370965600.000000000000000,367047900.000000000000000,136759500.000000000000000,64508400.000000000000000,10665900.000000000000000,214490700.000000000000000,1049400.000000000000000,0.009921329726858,,0.027863646243389,0.002144112106649,0.000693194991185,0.000228675103243,0.000889795203710,0.190561453981211,0.279032681672181,0.155538314777695,0.153895703021228,0.057340470814114,0.027047057260850,0.004471994469534,0.089931578597822,0.000439992030333
-1,G0100250,3244148100.000000000000000,2011,38553300.000000000000000,,78633000.000000000000000,8578800.000000000000000,3865500.000000000000000,1518300.000000000000000,6318000.000000000000000,408309300.000000000000000,993135600.000000000000000,478090800.000000000000000,418392900.000000000000000,232319700.000000000000000,69757200.000000000000000,6136200.000000000000000,490657500.000000000000000,9882000.000000000000000,0.011883951907128,,0.024238412543496,0.002644392221181,0.001191530066090,0.000468011925843,0.001947506650513,0.125860252804118,0.306131400104699,0.147370214078698,0.128968495612145,0.071611927951131,0.021502470864385,0.001891467285356,0.151243865839540,0.003046100145675
-1,G0100270,1569539700.000000000000000,2011,4776300.000000000000000,,52374600.000000000000000,2389500.000000000000000,936000.000000000000000,293400.000000000000000,5224500.000000000000000,729404100.000000000000000,424666800.000000000000000,11703600.000000000000000,88498800.000000000000000,108946800.000000000000000,120517200.000000000000000,105300.000000000000000,19014300.000000000000000,688500.000000000000000,0.003043121496067,,0.033369401232731,0.001522420872820,0.000596353185587,0.000186933787020,0.003328682925319,0.464724848947752,0.270567733966844,0.007456708485934,0.056385193697235,0.069413217136209,0.076785059976501,0.000067089733379,0.012114570915282,0.000438663641321
-1,G0100290,1453014900.000000000000000,2011,5110200.000000000000000,,50288400.000000000000000,9216900.000000000000000,1877400.000000000000000,331200.000000000000000,3159000.000000000000000,637536600.000000000000000,407286900.000000000000000,20830500.000000000000000,91338300.000000000000000,83782800.000000000000000,129655800.000000000000000,444600.000000000000000,11712600.000000000000000,443700.000000000000000,0.003516963246557,,0.034609693266050,0.006343293520252,0.001292072090933,0.000227939851133,0.002174100210535,0.438768108984980,0.280304696118395,0.014336053952372,0.062861227369382,0.057661349515411,0.089232257700867,0.000305984474075,0.008060894626752,0.000305365072306
-1,G0100310,1762502400.000000000000000,2011,14724900.000000000000000,,89660700.000000000000000,20889900.000000000000000,6650100.000000000000000,2241900.000000000000000,810000.000000000000000,206564400.000000000000000,464678100.000000000000000,207721800.000000000000000,248398200.000000000000000,35285400.000000000000000,166726800.000000000000000,214758000.000000000000000,77769900.000000000000000,5622300.000000000000000,0.008354541815092,,0.050871249877447,0.011852409392464,0.003773101245139,0.001271998267917,0.000459573842282,0.117199499983660,0.263646789927775,0.117856179940521,0.140934957024739,0.020020057845028,0.094596637145005,0.121848344717148,0.044124705872741,0.003189953103043
-1,G0100330,1614935700.000000000000000,2011,78244200.000000000000000,,82335600.000000000000000,38881800.000000000000000,12637800.000000000000000,5034600.000000000000000,4028400.000000000000000,546018300.000000000000000,96039000.000000000000000,59223600.000000000000000,185587200.000000000000000,43067700.000000000000000,261151200.000000000000000,157217400.000000000000000,43443900.000000000000000,2025000.000000000000000,0.048450350066569,,0.050983825547977,0.024076376539326,0.007825574727217,0.003117523502639,0.002494464640295,0.338105288030972,0.059469240787729,0.036672419836901,0.114919250345385,0.026668368282403,0.161709967771472,0.097352111294586,0.026901318733619,0.001253919892910
-1,G0100350,2208546900.000000000000000,2011,7655400.000000000000000,,58807800.000000000000000,8244000.000000000000000,1512000.000000000000000,435600.000000000000000,2652300.000000000000000,347298300.000000000000000,803106000.000000000000000,251752500.000000000000000,243557100.000000000000000,140993100.000000000000000,158314500.000000000000000,59678100.000000000000000,119880000.000000000000000,4660200.000000000000000,0.003466261006275,,0.026627372051732,0.003732771081293,0.000684613036744,0.000197233755824,0.001200925368621,0.157251946970200,0.363635474528524,0.113990108156635,0.110279342494379,0.063839758168595,0.071682652516911,0.027021432055620,0.054280033627540,0.002110075181107
-1,G0100370,1725818400.000000000000000,2011,39220200.000000000000000,,70107300.000000000000000,3761100.000000000000000,506700.000000000000000,56700.000000000000000,4234500.000000000000000,726670800.000000000000000,534504600.000000000000000,15161400.000000000000000,136644300.000000000000000,117760500.000000000000000,56963700.000000000000000,1086300.000000000000000,18774000.000000000000000,366300.000000000000000,0.022725566027109,,0.040622640249982,0.002179313883778,0.000293599836460,0.000032853978147,0.002453618526723,0.421058669904087,0.309710801553628,0.008785049458274,0.079176522860111,0.068234583661873,0.033006775220382,0.000629440501967,0.010878317208809,0.000212247128667
-1,G0100390,2703382200.000000000000000,2011,30872700.000000000000000,,123997500.000000000000000,21972600.000000000000000,4816800.000000000000000,1784700.000000000000000,696600.000000000000000,271556100.000000000000000,965140200.000000000000000,311458500.000000000000000,291235500.000000000000000,106836300.000000000000000,361998900.000000000000000,84513600.000000000000000,119298600.000000000000000,7203600.000000000000000,0.011420027845119,,0.045867543257479,0.008127818552626,0.001781768038570,0.000660173023260,0.000257677216340,0.100450502337405,0.357012116155829,0.115210679422244,0.107730050157170,0.039519495245622,0.133905927175225,0.031262172252225,0.044129387254233,0.002664662066651
-1,G0100410,1582267500.000000000000000,2011,9315900.000000000000000,,61402500.000000000000000,7328700.000000000000000,1135800.000000000000000,281700.000000000000000,318600.000000000000000,408046500.000000000000000,405687600.000000000000000,106009200.000000000000000,189477000.000000000000000,53361900.000000000000000,149287500.000000000000000,55984500.000000000000000,131687100.000000000000000,2943000.000000000000000,0.005887689660566,,0.038806649318146,0.004631770544488,0.000717830581744,0.000178035635567,0.000201356597415,0.257887177737013,0.256396342590618,0.066998279368059,0.119750295067048,0.033724954851187,0.094350354791462,0.035382449554200,0.083226824794164,0.001859988908323
-1,G0100430,1955474100.000000000000000,2011,39357000.000000000000000,,108198000.000000000000000,45681300.000000000000000,13804200.000000000000000,5211000.000000000000000,7659900.000000000000000,477867600.000000000000000,174042000.000000000000000,112387500.000000000000000,140414400.000000000000000,84347100.000000000000000,646344900.000000000000000,85894200.000000000000000,13470300.000000000000000,794700.000000000000000,0.020126576976908,,0.055330827444864,0.023360728735809,0.007059259951334,0.002664826908216,0.003917157481145,0.244374292658747,0.089002457255762,0.057473274639639,0.071805809138561,0.043133836444062,0.330531046153974,0.043925000080543,0.006888508520773,0.000406397609664
-1,G0100450,1457381700.000000000000000,2011,10593000.000000000000000,,74936700.000000000000000,24633900.000000000000000,9420300.000000000000000,3794400.000000000000000,870300.000000000000000,249431400.000000000000000,382215600.000000000000000,96053400.000000000000000,229927500.000000000000000,20163600.000000000000000,97368300.000000000000000,170870400.000000000000000,82992600.000000000000000,4110300.000000000000000,0.007268514487317,,0.051418718925865,0.016902847071567,0.006463852263275,0.002603573243715,0.000597166823215,0.171150358207462,0.262261835729102,0.065908196871142,0.157767522399931,0.013835496905169,0.066810431337240,0.117244782200847,0.056946371702074,0.002820331832079
-1,G0100470,2573938800.000000000000000,2011,63668700.000000000000000,,119325600.000000000000000,20484000.000000000000000,7892100.000000000000000,3290400.000000000000000,2515500.000000000000000,440969400.000000000000000,461202300.000000000000000,156425400.000000000000000,273029400.000000000000000,94290300.000000000000000,343956600.000000000000000,144933300.000000000000000,394444800.000000000000000,47511000.000000000000000,0.024735902811675,,0.046359144203429,0.007958231174727,0.003066156817715,0.001278352072707,0.000977295963680,0.171320856579807,0.179181532987498,0.060772773618394,0.106074550024266,0.036632689168833,0.133630449954754,0.056307982147827,0.153245601643675,0.018458480831013
-1,G0100490,2016782100.000000000000000,2011,5763600.000000000000000,,102053700.000000000000000,38744100.000000000000000,10607400.000000000000000,4024800.000000000000000,3788100.000000000000000,547828200.000000000000000,118272600.000000000000000,221931900.000000000000000,97281000.000000000000000,54559800.000000000000000,678210300.000000000000000,126456300.000000000000000,6529500.000000000000000,730800.000000000000000,0.002857819890409,,0.050602244040147,0.019210850790475,0.005259566712735,0.001995654364445,0.001878289181563,0.271634798821350,0.058644213472541,0.110042577232315,0.048235751398230,0.027052897782066,0.336283379349708,0.062702014263217,0.003237583276845,0.000362359423956
